image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1992-06-01,Nattachak Hanjitkasen,Thai racing automobile driver (*1992) ♂,racing automobile driver,,Thailand,,2020-06-01
,1992-06-01,Johnny Mark,Canadian person (*1992) ♂,,,Canada,Johnny,2020-06-01
,1992-01-06 1992-06-01,Keenan Brock,American sprinter,athletics competitor,,United States of America,,2020-06-01
,1992-06-01 1992-01-06,Roman Lyubimov,Russian ice hockey player,ice hockey player,,Russia,Roman,2020-06-01
,1992-06-01,Prezel Hardy,American sprinter,athletics competitor,,United States of America,,2020-06-01
,1992-06-01,Vicky Persinger,American female curler,curler,,United States of America,,2020-06-01
,1992-06-01,Amanda Ware,Australian model,model,,Australia,Amanda,2020-06-01
,1992-06-01,Ben Thompson,British actor (born 1992),actor television actor,,United Kingdom,Ben,2020-06-01
,1992-06-01,Dean Jarvis,Northern Irish footballer,association football player,,United Kingdom,Dean,2020-06-01
,1992-06-01 1992-01-06,Felix Drake,British actor,actor,,United Kingdom,Felix,2020-06-01
,1992-06-01,Hossam Salah Eldeen,Egyptian sport shooter,sport shooter,,Egypt,Husam,2020-06-01
,1992-06-01 1992-07-04,Franck Omgba,Cameroonian association football player,association football player,,Cameroon,Franck,2020-06-01
,1992-06-01,Tayler Scott,South African baseball player,baseball player,,,,2020-06-01
,1992-06-01,Yevgeniy Korotovskiy,Athletics competitor (*1992) ♂,athletics competitor,,,,2020-06-01
,1992-06-01,Olga García,Association footballer,association football player,,Spain,Olga,2020-06-01
,1992-06-01,Peter Trška,Slovak ice hockey player,ice hockey player,,Slovakia,Peter,2020-06-01
,1992-06-01,Szabolcs Csordás,association football player,association football player,,Hungary,Szabolcs,2020-06-01
,1992-06-01,Matthew Tweddle,Rugby union player (*1992) ♂,rugby union player,,,,2020-06-01
,1991-06-01,Takuya Sasagaki,Japanese association football player,association football player,,Japan,Takuya,2020-06-01
,1991-06-01,Ha Hong-seon,speed skater,speed skater,,South Korea,,2020-06-01
,1991-06-01,Markus Salcher,Austrian Paralympic alpine skiier,alpine skier,,Austria,Markus,2020-06-01
,1991-06-01,Shafna,Indian actress,actor television actor,,India,,2020-06-01
,1991-06-01,Cody Webster,American football player,baseball player American football player,,,Cody,2020-06-01
,1991-06-01,Micah Lea'alafa,association football player,association football player,,Solomon Islands,Micah,2020-06-01
,1991-06-01,Tim Koleto,ice dancer,ice dancer,,Japan,Timothy,2020-06-01
,1991-06-01,Ángel Tejeda,Honduran association football player,association football player,,Honduras,Ángel,2020-06-01
,1991-06-01,Kevin van Veen,Dutch association football player,association football player,,Kingdom of the Netherlands,Kevin,2020-06-01
,1991-06-01,Fernandinho,Brazilian footballer (born 1991),association football player,,Brazil,,2020-06-01
,1991-06-01,Nikolin Arra,Albanian basketball player,basketball player,,Albania,,2020-06-01
,1991-06-01,Mahmoud Khalil,Egyptian handball player,handball player,,Egypt,Mahmoud,2020-06-01
,1991-06-01,Thierry Bin,Footballer,association football player,,Cambodia,Thierry,2020-06-01
,1991-06-01,Charlie Power,Canadian football running back,Canadian football player,,,Charlie,2020-06-01
,1991-06-01,Rajeshwari Gayakwad,Indian woman cricketer,cricketer,,India,,2020-06-01
,1991-06-01,Jean Ambrose,French footballer,association football player,,France,Jean,2020-06-01
,1991-06-01,Brandon Sermons,American-football player (1991-),American football player Canadian football player,,,,2020-06-01
,1991-06-01,Peter Callahan,Belgian-American middle-distance runner,athletics competitor,,Belgium,Peter,2020-06-01
,1991-06-01,Matteo Compagnoni,Italian short track speed skater (*1991) ♂,short track speed skater,,Italy,Matteo,2020-06-01
,1991-06-01,Sally Peers,Australian tennis player,tennis player,,Australia,Sally,2020-06-01
,1991-06-01,Amy Pieters,Racing cyclist,track cyclist sport cyclist,,Kingdom of the Netherlands,Amy,2020-06-01
,1991-06-01,Desmond de Koker,South African cricketer,cricketer,,South Africa,,2020-06-01
,1991-06-01,William Hall,basketball player (1991-),basketball player,,,William,2020-06-01
,1991-06-01,Hasanuzzaman,cricketer,cricketer,,Bangladesh,,2020-06-01
,1991-06-01,Mark O’Dea,television presenter (*1991) ♂,television presenter,,,Mark,2020-06-01
,1991-06-01,Ali Al-Dhanhani,association football player,association football player,,United Arab Emirates,,2020-06-01
,1991-06-01,Oliver Genausch,association football player,association football player,,Germany,Oliver,2020-06-01
,1991-06-01,Edwin Baker,American football player,American football player Canadian football player,,United States of America,Edwin,2020-06-01
,1991-06-01,Nestoras Mitidis,Cypriot footballer,association football player,,Cyprus,,2020-06-01
,1991-06-01,Ng Hui Ern,Malaysian badminton player,badminton player,,Malaysia,,2020-06-01
,1991-06-01,Ien Chi,American filmmaker,filmmaker,,United States of America,,2020-06-01
,1991-06-01,Alejandra Granillo,Mexican tennis player,tennis player,,,,2020-06-01
,1991-06-01,Kelsey Wakefield,Australian female water polo player,water polo player,,Australia,Kelsey,2020-06-01
,1991-06-01,Milan Machalický,footballer,association football player,,,Milan,2020-06-01
,1991-06-01,Pooja Gaur,Indian actress,actor television actor,,India,,2020-06-01
,1991-06-01,Tyrone Roberts,Australian rugby league footballer,rugby league player,,Australia,Tyrone,2020-06-01
,1991-06-01,Matt Kurzejewski,Racing driver (*1991) ♂,racing driver,,,,2020-06-01
,1990-06-01,Nahki Wells,Bermudian association football player,association football player,,Bermuda,Nahki,2020-06-01
,1990-06-01,Park Hye-Jin,South Korean basketball player (1990-),basketball player,,South Korea,Hye-jin,2020-06-01
,1990-06-01,Marino Marić,Croatian handball player,handball player,,Croatia,Marino,2020-06-01
,1990-06-01,Jeong Jin-hyeok,South Korean distance runner,marathon runner athletics competitor,,South Korea,Jin-hyuk,2020-06-01
,1990-06-01,Dagmara Grad,Polish association football player,association football player,,Poland,Dagmara,2020-06-01
,1990-06-01,Attila Orbán,professional ice hockey player,ice hockey player,,Hungary,Attila,2020-06-01
,1990-06-01,Frances Mackay,cricketer,cricketer,,New Zealand,Frances,2020-06-01
,1990-06-01,Ezequiel Parnisari,Argentinian association football player,association football player,,Argentina,Ezequiel,2020-06-01
,1990-06-01,Jithin Thomas,Indian high jumper,athletics competitor,,India,,2020-06-01
,1990-06-01,Hideomi Fukatsu,Japanese volleyball player,volleyball player,,Japan,,2020-06-01
,1990-06-01,Matt Fuller,Australian rules footballer,Australian rules football player,,Australia,Matt Matthew,2020-06-01
,1990-06-01,Miloš Stamenković,Serbian footballer,association football player,,Serbia,Miloš,2020-06-01
,1990-06-01,Stefan Živković,Serbian footballer,association football player,,Serbia,Stefan,2020-06-01
,1990-06-01,Michał Łysejko,Polish musician,drummer,,Poland,Michał,2020-06-01
,1990-06-01,Laxmi Agarwal,Indian acid attack survivor and activist,activist television presenter feminist,,India,,2020-06-01
,1990-06-01,Ismaïl Yildirim,Dutch association football player,association football player,,Kingdom of the Netherlands,Ismaïl,2020-06-01
,1990-06-01,Christos Xenitopoulos,Greek footballer,association football player,,Greece,Christos,2020-06-01
,1990-06-01,David O'Hare,Irish tennis player,tennis player,,Ireland,David,2020-06-01
,1990-06-01,Carlota Ciganda,professional golfer,golfer,,Spain,Carlota,2020-06-01
,1990-01-06 1990-06-01,Jung Seol-bin,South Korean association football player,association football player,,South Korea,,2020-06-01
,1990-06-01,Yu Hsiu Chin,Association footballer,association football player,,Taiwan,,2020-06-01
,1990-06-01,Bun Kenny,Cambodian tennis player,tennis player,,Cambodia,,2020-06-01
,1990-06-01,Michal Jakubek,Slovak association football player,association football player,,Slovakia,Michal,2020-06-01
,1990-06-01,Paola Mautino,Peruvian athletics competitor,athletics competitor,,Peru,Paola,2020-06-01
,1990-06-01,Eric Rodriguez,Nicaraguan athletics competitor,athletics competitor,,Nicaragua,Eric,2020-06-01
,1990-06-01,René Swete,Austrian goalkeeper,association football player,,Austria,Rene,2020-06-01
,1990-06-01,Gianni Marchand,cyclist,sport cyclist,,Belgium,Gianni,2020-06-01
,1990-06-01,Petar Krsmanović,volleyball player,volleyball player,,,,2020-06-01
,1990-06-01,Kenneth Vanbilsen,Belgian bicycle racer,sport cyclist,,Belgium,Kenneth,2020-06-01
,1990-06-01,Michal Šembera,Czech motorcycle racer,motorcycle racer,,Czech Republic,Michal,2020-06-01
,1990-06-01,Kennie Chopart,Danish footballer,association football player,,Denmark,,2020-06-01
,1990-06-01,Anthony Stover,basketball player (1990-),basketball player,,,Anthony,2020-06-01
,1990-06-01,Inés Ferrer Suárez,Spanish tennis player,tennis player,,Spain,Inés,2020-06-01
,1990-06-01,Rie Murakawa,Japanese voice actress and singer,seiyū singer,,Japan,Rie,2020-06-01
,1990-06-01,Danny Yeo Kai Quan,Singaporean swimmer,athlete,,Singapore,Danny,2020-06-01
,1990-06-01,Obed Agbomadzie,Ghanaian cricketer,cricketer,,,,2020-06-01
,1990-06-01,Miler Bolaños,Ecuatorian footballer,association football player,,Ecuador,,2020-06-01
,1990-06-01,Yeldos Akhmetov,Footballer,association football player,,Kazakhstan,,2020-06-01
,1990-06-01,Sergey Dementev,Uzbekistani athletics competitor,athletics competitor,,Uzbekistan,,2020-06-01
,1990-06-01,Roman Josi,Swiss ice hockey player,ice hockey player,,Switzerland,Roman,2020-06-01
,1990-06-01,Bianca Perie,Romanian hammer thrower,hammer thrower,,Romania,Bianca,2020-06-01
,1990-06-01,Surjeet Kumar,Indian Kabaddi player,Kabaddi player,,India,,2020-06-01
,1990-06-01,Arkadiusz Woźniak,Polish footballer,association football player,,Poland,Arkadiusz,2020-06-01
,1990-06-01,Hamada Al-Zubairi,association football player,association football player,,Yemen,,2020-06-01
,1990-06-01,Misha Fisenko,Russian ice hockey forward,ice hockey player,,Russia,Mikhail,2020-06-01
,1990-06-01,Francis Mackay,New Zealand women's cricketer,cricketer,,New Zealand,Francis,2020-06-01
,1990-06-01,Erik Hanses,Swedish ice hockey goaltender,ice hockey player,,Sweden,Erik,2020-06-01
,1990-06-01,Feiver Mercado,Colombian association football player,association football player,,Colombia,,2020-06-01
,1990-06-01,Gannon Moore,American rugby union player (b. 1990),rugby union player,,United States of America,,2020-06-01
,1990-06-01,Jenaae Jackson,Jamaican model,beauty pageant contestant,,Jamaica,,2020-06-01
,1990-06-01,Joonas Komulainen,Finnish ice hockey player,ice hockey player,,Finland,Joonas,2020-06-01
,1990-06-01,Ezequiel Melillo,Argentine professional footballer,association football player,,Argentina,,2020-06-01
,1990-06-01,Kieren Emery,British rower,rower,,United Kingdom,Kieren,2020-06-01
,1990-06-01,Claire Chandler,Australian politician,politician analyst,Member of the Australian Senate,Australia,Claire,2020-06-01
,1990-06-01,Martin Pembleton,English footballer,association football player,,United Kingdom,Martin,2020-06-01
,1990-06-01,Michael Hurley,Australian rules footballer,Australian rules football player,,,Michael,2020-06-01
,1990-06-01,Bobby Moffett,American mixed martial arts fighter,mixed martial artist,,,Bobby,2020-06-01
,1990-06-01,Nassama Asselme,Chadian footballer,association football player,,Chad,,2020-06-01
,1990-06-01,Niko Peltola,Finnish ice hockey player,ice hockey player,,Finland,Niko,2020-06-01
,1990-06-01,Prasenjit Ghosh,Footballer,association football player,,India,,2020-06-01
,1990-06-01,Marc Mas,Spanish association football player,association football player,,Spain,,2020-06-01
,1990-06-01,Prince Dubey,poet (*1990) ♂,poet,,,,2020-06-01
,1990-06-01,Chanintorn Pohirun,association football player (*1990) ♂,association football player,,,,2020-06-01
,1990-06-01,Leonidas Kaselakis,Greek professional basketball player,basketball player,,Greece,Leonida,2020-06-01
,1989-06-01,Viktor Ekbom,Swedish ice hockey player,ice hockey player,,Sweden,Viktor,2020-06-01
,1989-06-01,Junior Sánchez,Venezuelan weightlifter,athlete,,Venezuela,,2020-06-01
,1989-06-01,Zomboy,British electronic music producer and DJ,Dis record producer composer film producer,,United Kingdom,Joshua,2020-06-01
,1989-06-01,Mike Holmes,Player of American football,American football player,,United States of America,Mike,2020-06-01
,1989-06-01,Glorija Kotnik,Slovenian snowboarder,snowboarder,,Slovenia,Gloria,2020-06-01
,1989-06-01,Erik Spady,Canadian ice hockey defenceman,ice hockey player,,Canada,Erik,2020-06-01
,1989-06-01,Vladimir Litvinenko,Russian ice hockey player,ice hockey player athletics competitor,,Russia,Vladimir,2020-06-01
,1989-06-01,Marcos Riquelme,Argentine footballer,association football player,,Argentina,Marcos,2020-06-01
,1989-06-01,Kjell Rune Sellin,Norwegian footballer,association football player,,Norway,Kjell,2020-06-01
,1989-06-01,Hadiza Aliyu,Nigerian actress,actor,,Nigeria,,2020-06-01
,1989-06-01,Sami Abdulghani,association football player,association football player,,Saudi Arabia,,2020-06-01
,1989-06-01,Trey Britton,American basketball player (1989-),basketball player,,United States of America,Trey,2020-06-01
,1989-06-01,Edwin Gagiano,South African actor,actor,,South Africa,Edwin,2020-06-01
,1989-06-01,Jonathan Tinhan,French footballer,association football player,,France Benin,Jonathan,2020-06-01
,1989-06-01,Meisam Nasiri,Iranian amateur wrestler,amateur wrestler,,Iran,,2020-06-01
,1989-06-01,Ariana Kukors,"American swimmer, Olympic athlete, world champion, world record-holder",swimmer,,United States of America,Ariana,2020-06-01
,1989-06-01,Yahor Zubovich,Belarusian footballer,association football player,,Belarus,Yahor,2020-06-01
,1989-06-01,Nataliya Goncharova Olegovna,volleyball player,volleyball player beach volleyball player,,Ukraine Russia,Natalya,2020-06-01
,1989-06-01,Jonathan Tornato,French basketball player (1989-),basketball player,,France,Jonathan,2020-06-01
,1989-06-01,Mista Shaw,Ghanaian person (*1989) ♂,,,Ghana,,2020-06-01
,1989-06-01,Karol Hoffmann,Polish triple jumper,athletics competitor,,Poland,Karol,2020-06-01
,1989-06-01,Rafith Rodríguez,Colombian runner,athletics competitor middle-distance runner,,Colombia,,2020-06-01
,1989-06-01 1989-08-22,Samuel Inkoom,Ghanaian footballer,association football player,,Ghana,Samuel,2020-06-01
,1989-06-01,Sam Collins,association football player,association football player,,United Kingdom,Sam,2020-06-01
,1989-06-01,Almir Bekić,Bosnia and Herzegovina footballer,association football player,,Bosnia and Herzegovina,,2020-06-01
,1989-06-01,Shin In-seob,South Korean footballer,association football player,,South Korea,In-sub,2020-06-01
,1989-06-01 1989-12-19,Diego Estrada,Mexican distance runner,athletics competitor,,Mexico,Diego,2020-06-01
,1989-01-06 1989-06-01,Efraín Dimayuga,Footballer,association football player,,Mexico,Efraín,2020-06-01
,1989-06-01,Emily Pidgeon,British runner,athletics competitor,,United Kingdom,Emily,2020-06-01
,1989-06-01,Anna-Giulia Remondina,Italian tennis player,tennis player,,Italy,Anna,2020-06-01
,1989-06-01,Natalie McQueen,British actress,singer,,United Kingdom,Natalie,2020-06-01
,1989-06-01,Mihrigul Tursun,People's Republic of China person (*1989) ♀,,,People's Republic of China,,2020-06-01
