image,Born,Person,description,occupation,position held,country of citizenship,given name
,1990-05-07,Hamza Banouh,Association football player (b. 1990),association football player,,,
,1990-05-07,Keon Broxton,American baseball player,baseball player,,United States of America,
,1990-05-07,Moniky Bancilon,Brazilian handball player,handball player,,Brazil,
,1990-05-07,Phillipkeith Manley,American football player,American football player,,United States of America,
,1990-05-07,Raphale Evans,professional footballer,association football player,,United Kingdom,
,1990-05-07,Gabriela Vaquer,association football player (*1990) ♀,association football player,,,
,1990-05-07,Dominique Duncan,Nigerian sprinter of American descent,sprinter,,Nigeria United States of America,Dominique
,1990-05-07,Sideris Tasiadis,German canoeist,canoeist,,Germany,Sideris
,1989-05-07,Junior Brown,English association football player,association football player,,United Kingdom,
,1989-05-07,Maxime Guyon,French jockey,jockey,,France,Maxime
,1989-05-07,Satomi',Japanese singer,singer,,Japan,
,1989-05-07,Daniel Welbat,German musician,voice actor film score composer,,Germany,Daniel
,1989-07-05 1989-05-07,Logan MacMillan,Canadian ice hockey player,ice hockey player,,Canada,Logan
,1989-05-07,D. C. Jefferson,American football player,American football player,,United States of America,D.
,1989-05-07,Wiktorija Pjatatschenko,Ukrainian athletics competitor,athletics competitor,,Ukraine,Viktoria
,1989-05-07,Michael Stockton,American basketball player,basketball player,,United States of America,Michael
,1989-05-07,Christian Tupou,American football defensive lineman,American football player,,,Christian
,1989-05-07,Hen Dilmoni,Israeli footballer,association football player,,Israel,
,1989-05-07,Andres Giraldo,Colombian footballer,association football player,,Colombia,Andres
,1989-05-07,Suharril Fetri,cricketer,cricketer,,Malaysia,
,1989-05-07,Saeid Barkhordari,Iranian handball player,handball player,,Iran,
,1989-05-07,Vinay Rajkumar,Indian actor,actor,,Indian people,Vinay
,1989-05-07,Earl Thomas,American football safety,American football player,,United States of America,Earl
,1989-05-07,Salman Baig,Indian cricketer,cricketer,,India,Salman
,1989-05-07,Rajwinder Singh,Indian cricketer,cricketer,,India,
,1989-05-07,Cherrelle Garrett,US-American bobsledder (*1989) ♀,bobsledder,,United States of America,
,1989-05-07,Meyer Swanepoel,South African rugby union footballer,rugby union player,,South Africa,Meyer
,1989-05-07,Arlenis Sosa,Dominican Republic model,model,,Dominican Republic,Pamela
,1989-03-07 1989-05-07,Amer Osmanagić,Bosnian footballer,association football player,,Bosnia and Herzegovina,
,1989-05-07,Taisiia Udodenko,Ukrainian basketball player,basketball player,,Ukraine,
,1989-05-07,Hassan Chahdi,French long-distance runner,athletics competitor long-distance runner,,France,خرا
,1989-05-07,Abdelaziz Sanqour,Emirati footballer,association football player,,United Arab Emirates,Abdelaziz Abdulazeez
,1989-05-07,Tobias Müller,Footballer,association football player,,Switzerland,Tobias
,1989-05-07,Asaeli Ai Valu,Tongan-Japanese rugby union footballer (1989-),rugby union player,,,
,1989-05-07,Atharvaa,Indian film actor,actor,,India,
,1989-05-07,Ali Mutashar,Iraqi footballer,association football player,,Iraq,Ali
,1989-05-07,Devlin,British rapper,rapper,,United Kingdom,James
,1989-05-07,Eltoro Freeman,American football player,American football player,,United States of America,
,1989-05-07,Gabriela Bertante,Model and actress,model actor,,Brazil,Gabriela
,1989-05-07,Raina,South Korean singer,singer,,South Korea,Q69508293
,1989-05-07,Tsuria Díaz,Mexican television actor and stage actor,television actor stage actor film actor,,Mexico,
,1989-05-07,Xu Huaiji,Chinese association football player,association football player,,,
,1989-05-07,Lee Keo-ra,Olympic swimmer,swimmer,,South Korea,
,1989-05-07,Marijan Antolović,Croatian footballer,association football player,,Croatia,Marijan
,1989-05-07,Petru-Alexandru Luncanu,Romanian tennis player,tennis player,,Romania,
,1989-05-07,Tafadzwa Rusike,Zimbabwean footballer,association football player,,Zimbabwe,
,1989-07-17 1989-05-07,Todsapol Lated,Thai footballer,association football player,,Thailand,
,1989-05-07,Waide Fairhurst,British footballer,association football player,,United Kingdom,
,1989-05-07,Francesco Bolzoni,Italian footballer,association football player,,Italy,Francesco
,1989-01-09 1988-05-07,Chu Ngọc Anh,association football player,association football player,,Vietnam,
,1988-05-07,Jana Franziska Poll,German volleyball player,volleyball player,,Germany,Jana
,1988-05-07,David Hogan,Irish snooker player,snooker player,,Ireland,David
,1988-05-07,Pavel Sukhov,Russian fencer,fencer,,Russia,Pavel
,1988-05-07,Petr Brdičko,Czech songwriter,songwriter,,,Petr
,1988-05-07 1988-07-05,Pamela Mouele-Mboussi,Congolese long-distance runner,athletics competitor,,Republic of the Congo,Pamela
,1988-05-07,David Aleksander Sjølie,Norwegian musician,jazz musician composer jazz guitarist,,Norway,David
,1988-05-07,Jonathan Thulin,American singer,singer songwriter,,United States of America,Jonathan
,1988-05-07,Rene Stephan,Canadian football player,Canadian football player,,Canada,Rene
,1988-05-07,Aleksandar Goranov,Bulgarian footballer,association football player,,Bulgaria,Aleksandar
,1988-05-07,Tang Kerong,cyclist,sport cyclist,,People's Republic of China,
,1988-05-07,Amin Kazemi,Iranian handball player,handball player,,Iran,
,1988-05-07,Sean Duke,rugby union player (1988-),rugby union player,,Canada,Sean
,1988-05-07,Frank Seravalli,US-American journalist and sportswriter (*1988) ♂,journalist sportswriter,,United States of America,Frank
,1988-05-07,Graeme Schnell,Canadian sportsperson and squash player,squash player,,Canada,Graeme
,1988-05-07,Somporn Wannaprapa,Thai male volleyball player,volleyball player,,Thailand,
,1988-05-07,Andreea Chițu,Romanian judoka,judoka,,Romania,Andreea
,1988-05-07,Johann Carrasso,Footballer,association football player,,France,Johann
,1988-05-07,Valery Kaykov,cyclist,sport cyclist,,Russia,Valery
,1988-05-07,Sander Puri,Estonian association football player,association football player,,Estonia,Sander
,1988-05-07,Artyom Moskvin,Footballer,association football player,,Russia,Artyom
,1988-05-07,Ma Jin,badminton player,badminton player,,People's Republic of China,
,1988-05-07,Takayuki Morimoto,Japanese association football player,association football player,,Japan,Takayuki
,1988-05-07,Osvaldo Martínez,Puerto Rican baseball player,baseball player,,United States of America,Osvaldo
,1988-05-07,Sam Dyson,American baseball player,baseball player,,United States of America,Sam
,1988-05-07,Aleksandar Ugrinoski,Macedonian and Croatian basketball player,basketball player,,North Macedonia Croatia,Aleksandar
,1988-05-07,Mahmoud Fathi,association football player,association football player,,Egypt,
,1988-05-07 1988-07-05,Ivica Guberac,Slovenian footballer,association football player,,Slovenia,Ivica
,1988-05-07,Brandon Jones,American actor,actor singer film producer American football player film actor television actor model songwriter,,United States of America,Brandon
,1988-05-07,Vikas Gupta,producer,television producer creative director writer,,India,Vikas
,1988-05-07,Alex Goode,English rugby union footballer,rugby union player,,United Kingdom,Alex
,1988-05-07,Alfredo Rafael Sosa,football player,association football player,,Argentina,Alfredo
,1988-05-07,Austin Pettis,American football player,American football player,,United States of America,Austin
,1988-05-07,Nathan Burns,Australian association football player,association football player,,Australia,Nathan
,1988-05-07,Chris Wright,"Australian swimmer, Olympic athlete",swimmer,,Australia,Christopher
,1988-05-07,Erasto Nyoni,Tanzanian footballer,association football player,,Tanzania,
,1988-05-07,Ernandes Toretta Junior,Brazilian footballer and manager,association football player,,Brazil,
,1988-05-07,Iain Vigurs,Scottish footballer,association football player,,Scotland,Iain
,1988-05-07,JAKAZiD,British musician,record producer composer,,United Kingdom,
,1988-05-07,Jaime Córdoba,Colombian footballer,association football player,,Colombia,Jaime
,1988-05-07,Phillip Thompson,Australian politician,politician,Member of the Australian House of Representatives,Australia,Phillip
,1988-05-07,Leonard Hankerson,American football player,American football player,,United States of America,Leonard
,1988-05-07,Master Shortie,British MC,Master of ceremonies,,United Kingdom,
,1988-05-07,Rodrigo Junior Paula Silva,Brazilian footballer,association football player,,Brazil,Rodrigo
,1988-05-07,Scott Freer,English rugby union player,rugby union player,,,Scott
,1988-05-07,Spas Bayraktarov,Bulgarian footballer,association football player,,Bulgaria,
,1988-05-07,Terrence Toliver,Player of American football,American football player Canadian football player,,United States of America,Terrence
,1988-05-07,Bruno Vieira Gallo de Oliveira,Brazilian association football player,association football player,,Brazil,Bruno
,1988-05-07,Eino Puri,Estonian footballer,association football player,,Estonia,Eino
,1987-05-07,David Schlemko,Canadian ice hockey defenceman,ice hockey player,,Canada,David
,1987-05-07,Asami Konno,Japanese announcer and former Morning Musume member,singer actor announcer,,Japan,Asami
,1987-05-07,Pierre Ducasse,French footballer,association football player,,France,Pierre
,1987-05-07,Nuno Sá Pessoa,"Portuguese film director, producer and cinematographer",film director cinematographer,,Portugal,Nuno
,1987-05-07,Michael Hinz,German footballer,association football player,,Germany German Democratic Republic,Michael
,1987-05-07,Jörn Neumeister,German association football player,association football player,,Germany,Jörn
,1987-05-07,Heida Mobeck,Norwegian musician,jazz musician composer,,Norway,
,1987-05-07,Imants Bluzmanis,Latvian pianist,pianist,,Latvia,Imants
,1987-05-07,Steven Brown,British golfer (1987-),golfer,,United Kingdom,Steven
,1987-05-07,Akihiro Hayashi,Japanese association football player,association football player,,Japan,Akihiro
,1987-05-07,Alexis Diaz,Venezuelan boxer,boxer,,Venezuela,Alexis
,1987-05-07,Martina Strähl,Swiss athletics competitor,athletics competitor,,Switzerland,Martina
,1987-05-07,Maya Erskine,American actress,actor television actor film actor stage actor,,United States of America,Maya
,1987-05-07,Tiffany Tolnay,American collegiate gymnast,artistic gymnast,,,Tiffany
,1987-05-07,Nick Marable,Wrestler and amateur wrestler (*1987) ♂,wrestler amateur wrestler,,,Nick
,1987-05-07,Sebastian Fischer,German association football player,association football player,,Germany,Sebastian
,1987-05-07,Mercedes Pereyra,Argentinian association football player,association football player,,Argentina,Mercedes
,1987-05-07,Russell Dickerson,American country singer-songwriter,songwriter,,,Russell
,1987-05-07,Gurunkz,Ghanaian rapper and fashion designer,rapper,,Ghana,
,1987-05-07,Zhasulan Moldakaraev,association football player,association football player,,Kazakhstan,
,1987-05-07,Katsiaryna Paplauskaya,Belarusian sprinter,athletics competitor,,Belarus,Katsiaryna
,1987-05-07,Mauricio Correa Da Luz,Brazilian association football player,association football player,,Brazil,Mauricio
,1987-05-07,Jelena Dubljević,Montenegrin basketball player,basketball player,,Montenegro Serbia and Montenegro,Jelena
,1987-05-07,José Ángel Antelo,basketball player,basketball player,Q63616582,Spain,José Ángel
,1987-05-07,Ľuboš Hanzel,Slovak soccer player,association football player,,Slovakia,Ľuboš
,1987-05-07,William Edjenguélé,Footballer,association football player,,France,William
,1987-05-07,Cristian Borruto,Footballer,association football player futsal player,,Argentina,Christian
,1987-05-07,Rovshan Bayramov,Azerbaijani wrestler,amateur wrestler,,Azerbaijan,
,1987-05-07,Thiago Sales,Brazilian footballer,association football player,,Brazil,Thiago
,1987-05-07,Sviatlana Kudzelich,Belarusian distance runner,athletics competitor,,Belarus,Sviatlana
,1987-05-07,Angélico,South African professional wrestler,professional wrestler,,South Africa,Adam
,1987-05-07,Aidy Bryant,American actress and comedian,actor television actor comedian film actor,,United States of America,Aidy
,1987-05-07,Brett Stapleton,Australian rugby union player,rugby union player,,Australia,Brett
,1987-05-07,Petra Starčević,Croatian biathlete,biathlete,,Croatia,Petra
,1987-05-07,Fabien Pithia,Mauritian Footballer,association football player,,Mauritius,Fabien
,1987-05-07,Fabrice Pithia,Mauritian footballer,association football player,,Mauritius,Louis
,1987-05-07,Ricky Racks,record producer (*1987) ♂,record producer,,,
,1987-05-07,Sébastien Michaud,Canadian taekwondo practitioner,taekwondo athlete,,Canada,Sébastien
,1987-05-07,Jean Rony Cadot,Bahamian basketball player,basketball player,,The Bahamas,
,1987-05-07,Hélder Guedes,Portuguese footballer,association football player,,Portugal,Hélder
,1987-05-07,Kaka Sungura,Kenyan rapper,rapper,,Kenya,
,1987-05-07,Park Hyun-beom,South Korean footballer,association football player,,South Korea,Hyun-beom
,1987-05-07,Jordan Vandermade,New Zealand television producer and decathlete,athletics competitor,,New Zealand,Jordan
,1987-05-07,Kadir Cin,Turkish volleyball player,volleyball player,,Turkey,Kadir
,1987-05-07,Mariano Andres Canepa,Argentine handball player,handball player,,Argentina,Mariano
,1987-05-07,Matej Krušič,Slovenian basketball player,basketball player,,Slovenia,Matej
